position,channelId,channelTitle,videoId,publishedAt,publishedAtSQL,videoTitle,videoDescription,tags,videoCategoryId,videoCategoryLabel,topicCategories,duration,durationSec,dimension,definition,caption,defaultLanguage,defaultLAudioLanguage,thumbnail_maxres,licensedContent,locationDescription,latitude,longitude,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
292,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",XGABNaJDmIQ,2021-06-09T19:16:42Z,"2021-06-09 19:16:42","Deputado Zé Silva explica seu projeto de lei sobre Regularizção Fundiária","Está na pauta da Câmara dos Deputados desta semana o Projeto de Lei 2633/2020, de autoria do Deputado Federal Zé Silva (SOLIDARIEDADE-MG), que trata da regularização fundiária no Brasil. Neste vídeo o parlamentar explica os principais motivos da necessidade desse projeto, que atende a 92% dos requerimentos protocolados no Incra e pode beneficiar mais de 300 mil de pessoas que ocupam terras públicas. --- Nossos links FPA (https://www.fpagropecuaria.org.br/) AgênciaFPA (https://agencia.fpagropecuaria.org.br/) Nossas redes sociais: Facebook (https://www.facebook.com/fpagropecuaria/) Twitter (https://twitter.com/fpagropecuaria) Instagram (https://www.instagram.com/fpagro/) Linkedin (https://www.linkedin.com/company/fpagropecuaria/) Inscreva-se no nosso canal do YouTube: https://www.youtube.com/channel/UC3eubvs92qmFPGMyDLSpleA?sub_confirmation=1",,24,Entertainment,"Politics,Society",PT5M59S,359,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/XGABNaJDmIQ/maxresdefault.jpg,,,,,93,10,,0,0
293,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",-ZUR2A9RNBk,2021-06-08T18:25:13Z,"2021-06-08 18:25:13","Conexão Brasília: Terras em Faixa de Fronteira (PL 1792/2019)","O Senado aprovou, no dia 27/05, o Projeto de Lei (PL 1792/2019) que prorroga por 10 anos o prazo para que o dono do título de alienação ou de concessão de terras, em região de fronteira, solicite ao Instituto Nacional de Colonização e Reforma Agrária (Incra) a aprovação do registro de imóveis. O autor da proposta, deputado federal e membro da Frente Parlamentar da Agropecuária (FPA), Dr. Leonardo (SL-MT) explica que os problemas relacionados com as terras localizadas em faixa de fronteira vêm desde o tempo do Brasil Império. --- Nossos sites FPA (https://www.fpagropecuaria.org.br/) AgênciaFPA (https://agencia.fpagropecuaria.org.br/) Nossas redes sociais: Facebook (https://www.facebook.com/fpagropecuaria/) Twitter (https://twitter.com/fpagropecuaria) Instagram (https://www.instagram.com/fpagro/) Linkedin (https://www.linkedin.com/company/fpagropecuaria/) Inscreva-se no nosso canal do YouTube: https://www.youtube.com/channel/UC3eubvs92qmFPGMyDLSpleA?sub_confirmation=1",,24,Entertainment,"Politics,Society",PT11M13S,673,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/-ZUR2A9RNBk/maxresdefault.jpg,,,,,241,8,,0,1
294,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",fBVCp1Ux1GQ,2021-06-08T13:25:33Z,"2021-06-08 13:25:33","Conexão Brasília: Medida que amplia tolerância para pesagem da carga de caminhões em rodovias","O deputado federal Arnaldo Jardim (CIDADANIA-SP) participa de mais um Conexão Brasília para debater a Medida Provisória 1050/21, que atualiza os limites de tolerância de peso por eixo no transporte de carga. O texto foi publicado na quarta-feira (19) no Diário Oficial da União e integra pacote do governo para caminhoneiros autônomos. A MP altera a Lei 7.408/85, que atualmente prevê tolerância sobre os limites de peso bruto total ou sobre o peso bruto transmitido por eixo à superfície das vias públicas. Agora, na pesagem dos caminhões, a tolerância do peso bruto total passará de 10% para 12,5% por eixo nas cargas acima de 50 toneladas. Para cargas inferiores 50 toneladas será permitido até 5% de excesso no peso. --- Nossos sites FPA (https://www.fpagropecuaria.org.br/) AgênciaFPA (https://agencia.fpagropecuaria.org.br/) Nossas redes sociais: Facebook (https://www.facebook.com/fpagropecuaria/) Twitter (https://twitter.com/fpagropecuaria) Instagram (https://www.instagram.com/fpagro/) Linkedin (https://www.linkedin.com/company/fpagropecuaria/) Inscreva-se no nosso canal do YouTube: https://www.youtube.com/channel/UC3eubvs92qmFPGMyDLSpleA?sub_confirmation=1",,24,Entertainment,"Politics,Society",PT11M11S,671,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/fBVCp1Ux1GQ/maxresdefault.jpg,,,,,124,8,,0,1
295,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",EpWiSp-M77s,2021-06-08T12:01:01Z,"2021-06-08 12:01:01","Direito de Posse da Terra - Jovem Pan Demarcação de Terras Indígenas","Confira entrevista concedida à Jovem Pan do deputado federal Sérgio Souza (MDB-PR), presidente da Frente Parlamentara da Agropecuária (FPA), sobre a demarcação de terras indígenas no Brasil. --- Nossos links FPA (https://www.fpagropecuaria.org.br/) AgênciaFPA (https://agencia.fpagropecuaria.org.br/) Nossas redes sociais: Facebook (https://www.facebook.com/fpagropecuaria/) Twitter (https://twitter.com/fpagropecuaria) Instagram (https://www.instagram.com/fpagro/) Linkedin (https://www.linkedin.com/company/fpagropecuaria/) Inscreva-se no nosso canal do YouTube: https://www.youtube.com/channel/UC3eubvs92qmFPGMyDLSpleA?sub_confirmation=1",,24,Entertainment,"Politics,Society",PT16M26S,986,2d,hd,false,,pt-BR,,,,,,71,5,,0,4
296,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",AgQzCrjOes4,2021-06-08T11:06:11Z,"2021-06-08 11:06:11","Aplicabilidade da lei dos Fundos de Investimento das Cadeias Agroindustriais","📲 Nesta segunda-feira (7) tem nova live nos canais da Frente Parlamentar da Agropecuária (FPA). Após a derrubada dos vetos ao FIAgro, a FPA volta debater o assunto, agora a respeito da aplicabilidade da nova lei que estabelece os Fundos de Investimento das Cadeias Agroindustriais. ✅ Participam do encontro, o deputado Christino Áureo (relator do projeto na Câmara); João Henrique Hummel (diretor executivo da Action RelGov) e Bruno Novo (sócio da XP Inc). A moderação do debate ficará por conta do presidente do Instituto Pensar Agro (IPA), Nilson Leitão.",,24,Entertainment,"Politics,Society",PT1H1M53S,113,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/AgQzCrjOes4/maxresdefault.jpg,,,,,368,39,,0,3
297,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",uOqZtgbrG6I,2021-05-25T20:15:08Z,"2021-05-25 20:15:08","Conexão Brasília: Criação de animais como Patrimônio Cultural Imaterial do Brasil","A proposta de autoria do deputado federal Paulo Bengtson (PTB-PA), reconhece como Patrimônio Cultural Imaterial do Brasil a atividade de criação e reprodução de animais, em razão da sua natureza intrínseca de preservação e desenvolvimento das espécies animais, consideradas como patrimônio natural e cultural, integrantes da identidade e da memória da sociedade brasileira. A criação de animais é um bem cultural de extrema importância, passado entre diversas gerações, que, além de manter a subsistência de grande parte de brasileiros, é responsável pelo desenvolvimento e aprimoramento das espécies, movimenta ainda o mercado PET (35 bilhões por ano), e o agronegócio (diversas vezes responsável pela manutenção de um PIB extraordinário para o País), e, por isso deve ser preservada e homenageada. --- Nossos sites FPA (https://www.fpagropecuaria.org.br/) AgênciaFPA (https://agencia.fpagropecuaria.org.br/) Nossas redes sociais: Facebook (https://www.facebook.com/fpagropecuaria/) Twitter (https://twitter.com/fpagropecuaria) Instagram (https://www.instagram.com/fpagro/) Linkedin (https://www.linkedin.com/company/fpagropecuaria/) Inscreva-se no nosso canal do YouTube: https://www.youtube.com/channel/UC3eubvs92qmFPGMyDLSpleA?sub_confirmation=1",,24,Entertainment,Society,PT10M58S,658,2d,hd,false,,pt-BR,,,,,,188,48,,0,13
298,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",YkDVmRaDC40,2021-05-25T11:10:14Z,"2021-05-25 11:10:14","A experiência do debate sobre licenciamento ambiental","A Frente Parlamentar da Agropecuária (FPA) realiza mais uma live sobre Licenciamento Ambiental e os impactos em obras e empreendimentos pelo país. O debate conta com a presença do relator da matéria, deputado federal Neri Geller, dos deputados Kim Kataguiri (DEM-SP) e Zé Vitor (PL-MG) e com a moderação do presidente do Instituto Pensar Agro (IPA), Nilson Leitão. Nossos sites FPA (https://www.fpagropecuaria.org.br/) AgênciaFPA (https://agencia.fpagropecuaria.org.br/) Nossas redes sociais: Facebook (https://www.facebook.com/fpagropecuaria/) Twitter (https://twitter.com/fpagropecuaria) Instagram (https://www.instagram.com/fpagro/) Linkedin (https://www.linkedin.com/company/fpagropecuaria/) Inscreva-se no nosso canal do YouTube: https://www.youtube.com/channel/UC3eubvs92qmFPGMyDLSpleA?sub_confirmation=1",,24,Entertainment,"Politics,Society",PT1H2M39S,159,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/YkDVmRaDC40/maxresdefault.jpg,,,,,474,50,,0,2
299,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",-kbFjN_czhU,2021-05-17T23:26:02Z,"2021-05-17 23:26:02","Como o licenciamento impacta obras paradas no Brasil?","A Frente Parlamentar da Agropecuária (FPA) promove mais um debate sobre o impacto do Novo Marco Geral do Licenciamento Ambiental nas obras paradas no Brasil, que foi aprovado na última quinta-feira (13), no plenário da Câmara dos Deputados. A live contam com a presença do relator da matéria, deputado federal Neri Geller, do Ministro da Infraestrutura , Tarcísio Freitas, e com a moderação do presidente do Instituto Pensar Agro (IPA), Nilson Leitão. --- Nossos sites FPA (https://www.fpagropecuaria.org.br/) AgênciaFPA (https://agencia.fpagropecuaria.org.br/) Nossas redes sociais: Facebook (https://www.facebook.com/fpagropecuaria/) Twitter (https://twitter.com/fpagropecuaria) Instagram (https://www.instagram.com/fpagro/) Linkedin (https://www.linkedin.com/company/fpagropecuaria/) Inscreva-se no nosso canal do YouTube: https://www.youtube.com/channel/UC3eubvs92qmFPGMyDLSpleA?sub_confirmation=1",,24,Entertainment,"Politics,Society",PT1H1M23S,83,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/-kbFjN_czhU/maxresdefault.jpg,,,,,1221,122,,0,3
300,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",st_MqhCK-uc,2021-05-11T11:06:35Z,"2021-05-11 11:06:35","Os reflexos do Licenciamento Ambiental na infraestrutura e logística do Brasil","A Frente Parlamentar da Agropecuária (FPA) realiza mais um debate sobre os reflexos do Licenciamento Ambiental na infraestrutura e logística do Brasil ✅ Participam do encontro o deputado federal Neri Geller (PP-MT), relator do Projeto de Lei 3729/2004; e o consultor legislativo da Câmara dos Deputados, Lucas Carvalho. A moderação do debate fica por conta do presidente do Instituto Pensar Agro (IPA), Nilson Leitão. --- Nossos sites FPA (https://www.fpagropecuaria.org.br/) AgênciaFPA (https://agencia.fpagropecuaria.org.br/) Nossas redes sociais: Facebook (https://www.facebook.com/fpagropecuaria/) Twitter (https://twitter.com/fpagropecuaria) Instagram (https://www.instagram.com/fpagro/) Linkedin (https://www.linkedin.com/company/fpagropecuaria/) Inscreva-se no nosso canal do YouTube: https://www.youtube.com/channel/UC3eubvs92qmFPGMyDLSpleA?sub_confirmation=1",,24,Entertainment,Society,PT1H1M4S,64,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/st_MqhCK-uc/maxresdefault.jpg,,,,,422,43,,0,0
301,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",dvJha-iy8lk,2021-05-07T14:09:37Z,"2021-05-07 14:09:37","Como o atual Licenciamento Ambiental trava o Brasil?","#LicençaAmbientalJá | O Licenciamento Ambiental é uma ferramenta importante para autorização de empreendimentos no Brasil, mas atualmente é um processo demorado e burocrático. Com o Novo Marco Legal do Licenciamento Ambiental, muitas obras ao redor do país serão realizadas com menos burocracia e mais celeridade. Isso se traduz em mais benefícios para a sociedade, como hospitais, escolas, estradas, saneamento básico e até mesmo usinas para geração de energia. Confira no vídeo a importância do licenciamento ambiental para o Brasil. --- Nossos sites FPA (https://www.fpagropecuaria.org.br/) AgênciaFPA (https://agencia.fpagropecuaria.org.br/) Nossas redes sociais: Facebook (https://www.facebook.com/fpagropecuaria/) Twitter (https://twitter.com/fpagropecuaria) Instagram (https://www.instagram.com/fpagro/) Linkedin (https://www.linkedin.com/company/fpagropecuaria/) Inscreva-se no nosso canal do YouTube: https://www.youtube.com/channel/UC3eubvs92qmFPGMyDLSpleA?sub_confirmation=1","licenciamento ambiental,licença ambiental,licença,ambiental,licenciamento,licenciamento fica,#LicenciamentoFica,tecnologia,engenharia ambiental,impacto ambiental,preservação,agricultura,sustentabilidade,infraestrutura,cidadania",25,"News & Politics",Society,PT2M55S,175,2d,hd,true,,pt-BR,,,,,,192,20,,0,0
302,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",6F2YCIeHzzI,2021-05-04T11:19:01Z,"2021-05-04 11:19:01","Live #2 - A urgência da Regularização Fundiária no Brasil","📲 A Regularização Fundiária volta a ser debatida pela Frente Parlamentar da Agropecuária (FPA). A segunda live sobre o tema trata da urgência de aprovação de um marco legal para o assunto. ✅ Participam do encontro, o senador Irajá (PSD-TO) – autor do Projeto de Lei 510/2021; o também senador Carlos Fávaro (PSD-MT) - relator do Projeto de Lei 510/2021; e Geraldo Melo - presidente do Incra. A moderação do debate ficará por conta do presidente do Instituto Pensar Agro (IPA), Nilson Leitão. --- Nossos sites FPA (https://www.fpagropecuaria.org.br/) AgênciaFPA (https://agencia.fpagropecuaria.org.br/) Nossas redes sociais: Facebook (https://www.facebook.com/fpagropecuaria/) Twitter (https://twitter.com/fpagropecuaria) Instagram (https://www.instagram.com/fpagro/) Linkedin (https://www.linkedin.com/company/fpagropecuaria/) Inscreva-se no nosso canal do YouTube: https://www.youtube.com/channel/UC3eubvs92qmFPGMyDLSpleA?sub_confirmation=1",,24,Entertainment,Society,PT1H2M1S,121,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/6F2YCIeHzzI/maxresdefault.jpg,,,,,448,44,,0,6
303,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",7N7Hrn7WwXc,2021-04-27T11:14:23Z,"2021-04-27 11:14:23","#RegularizaçãoFundiáriaJá - Dignidade humana e combate a crimes ambientais","📲 Em seguimento ao ciclo de lives sobre temas importantes para o setor agro, a Frente Parlamentar da Agropecuária (FPA) irá debater a Regularização Fundiária no Brasil. ✅ Participam do encontro, o deputado Zé Silva (SD-MG) – autor do Projeto de Lei 2633/2020; o também deputado Rodrigo Agostinho (PSB-SP) - coordenador da Frente Parlamentar Ambientalista do Congresso Nacional; e Fernando Cadore - presidente da Associação dos Produtores de Soja e Milho do Estado de Mato Groso (Aprosoja-MT). A moderação do debate ficará por conta do presidente do Instituto Pensar Agro (IPA), Nilson Leitão. --- Nossos sites FPA (https://www.fpagropecuaria.org.br/) AgênciaFPA (https://agencia.fpagropecuaria.org.br/) Nossas redes sociais: Facebook (https://www.facebook.com/fpagropecuaria/) Twitter (https://twitter.com/fpagropecuaria) Instagram (https://www.instagram.com/fpagro/) Linkedin (https://www.linkedin.com/company/fpagropecuaria/) Inscreva-se no nosso canal do YouTube: https://www.youtube.com/channel/UC3eubvs92qmFPGMyDLSpleA?sub_confirmation=1",,24,Entertainment,Society,PT1H5M55S,355,2d,hd,false,,pt-BR,,,,,,592,49,,0,0
304,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",Odj2XBpQ9Y8,2021-04-19T23:05:47Z,"2021-04-19 23:05:47","FIAgro​ - Debate Fundos de Investimentos das Cadeias Agroindustriais - Live 2","📲 Na próxima segunda-feira (19), a Frente Parlamentar da Agropecuária (FPA) volta a debater os Fundos de Investimentos das Cadeias Agroindustriais (FIAgro). Desta vez, o foco será atratividade dos Fundos para o produtor rural. ✅ Participam da live, o deputado Christino Áureo (PP-RJ) - relator da Lei FIAgro; Renato Buranello - sócio da VBSO Advogados e Fundador do IBDA; e Paulo Mesquita - gestor de agronegócio da Riza Asset Manegement. A moderação do debate ficará por conta do presidente do Instituto Pensar Agro (IPA), Nilson Leitão. --- Nossos sites FPA (https://www.fpagropecuaria.org.br/) AgênciaFPA (https://agencia.fpagropecuaria.org.br/) Nossas redes sociais: Facebook (https://www.facebook.com/fpagropecuaria/) Twitter (https://twitter.com/fpagropecuaria) Instagram (https://www.instagram.com/fpagro/) Linkedin (https://www.linkedin.com/company/fpagropecuaria/) Inscreva-se no nosso canal do YouTube: https://www.youtube.com/channel/UC3eubvs92qmFPGMyDLSpleA?sub_confirmation=1",,24,Entertainment,"Politics,Society",PT59M59S,3599,2d,hd,false,,pt-BR,,,,,,1470,95,,0,6
305,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",nMEbQQftUv4,2021-04-13T13:24:24Z,"2021-04-13 13:24:24","The Real Agribusiness - Episode #4 - Matriz Energética - Parte 2","O Brasil responde por 7% da energia renovável global e está empenhado em manter a sintonia com os acordos internacionais e com as metas globais de redução de carbono. Nossa matriz energética está sintonizada com o futuro. Somos uma potência agroambiental. Mais um episódio da nossa série sobre o verdadeiro #agro do 🇧🇷. Versão Português. --- Nossos sites FPA (https://www.fpagropecuaria.org.br/) AgênciaFPA (https://agencia.fpagropecuaria.org.br/) Nossas redes sociais: Facebook (https://www.facebook.com/fpagropecuaria/) Twitter (https://twitter.com/fpagropecuaria) Instagram (https://www.instagram.com/fpagro/) Linkedin (https://www.linkedin.com/company/fpagropecuaria/) Inscreva-se no nosso canal do YouTube: https://www.youtube.com/channel/UC3eubvs92qmFPGMyDLSpleA?sub_confirmation=1",,22,"People & Blogs",Knowledge,PT2M19S,139,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/nMEbQQftUv4/maxresdefault.jpg,,,,,48,3,,0,0
306,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",1UsCWiuq-Gc,2021-04-13T11:04:28Z,"2021-04-13 11:04:28","#FIAgro - Debate Fundos de Investimentos das Cadeias Agroindustriais","📲 A Frente Parlamentar da Agropecuária (FPA) discute os Fundos de Investimentos das Cadeias Agroindustriais (FIAgro), bem como os vetos apresentados pela Presidência da República à Lei 14.130/2021. ✅ Participam da live, o coordenador de Infraestrutura e Logística da FPA e autor da Lei, deputado Arnaldo Jardim (SD-SP), o sócio-executivo da empresa de consultoria EcoAgro, Moacir Teixeira, e o sócio da XP Investimentos, Pedro Freitas. A moderação do debate ficará por conta do presidente do Instituto Pensar Agro (IPA), Nilson Leitão. Nossos sites FPA (https://www.fpagropecuaria.org.br/) AgênciaFPA (https://agencia.fpagropecuaria.org.br/) Nossas redes sociais: Facebook (https://www.facebook.com/fpagropecuaria/) Twitter (https://twitter.com/fpagropecuaria) Instagram (https://www.instagram.com/fpagro/) Linkedin (https://www.linkedin.com/company/fpagropecuaria/) Inscreva-se no nosso canal do YouTube: https://www.youtube.com/channel/UC3eubvs92qmFPGMyDLSpleA?sub_confirmation=1",,22,"People & Blogs","Politics,Society",PT1H29S,29,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/1UsCWiuq-Gc/maxresdefault.jpg,,,,,768,60,,0,5
307,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",IyLtBN8sKm8,2021-04-12T13:12:20Z,"2021-04-12 13:12:20","The Real Agribusiness - Episode #4 - Matriz Energética","🌅 Você sabia que a matriz energética do Brasil é uma das mais renováveis do mundo? 🐄 E é do campo que vem boa parte dessa energia limpa e renovável (70%). Mais um episódio da nossa série sobre o verdadeiro #agro do 🇧🇷. #CompartilheAVerdade --- Nossos sites FPA (https://www.fpagropecuaria.org.br/) AgênciaFPA (https://agencia.fpagropecuaria.org.br/) Nossas redes sociais: Facebook (https://www.facebook.com/fpagropecuaria/) Twitter (https://twitter.com/fpagropecuaria) Instagram (https://www.instagram.com/fpagro/) Linkedin (https://www.linkedin.com/company/fpagropecuaria/) Inscreva-se no nosso canal do YouTube: https://www.youtube.com/channel/UC3eubvs92qmFPGMyDLSpleA?sub_confirmation=1","matriz energética,matriz,energia,energia limpa,sustentável",22,"People & Blogs",Society,PT2M5S,125,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/IyLtBN8sKm8/maxresdefault.jpg,,,,,50,3,,0,0
308,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",CkWYj5udg5g,2021-04-05T16:26:17Z,"2021-04-05 16:26:17","The Real Agribusiness - Episode #2 - A productive and sustainable system","--- Nossos sites FPA (https://www.fpagropecuaria.org.br/) AgênciaFPA (https://agencia.fpagropecuaria.org.br/) Nossas redes sociais: Facebook (https://www.facebook.com/fpagropecuaria/) Twitter (https://twitter.com/fpagropecuaria) Instagram (https://www.instagram.com/fpagro/) Linkedin (https://www.linkedin.com/company/fpagropecuaria/) Inscreva-se no nosso canal do YouTube: https://www.youtube.com/channel/UC3eubvs92qmFPGMyDLSpleA?sub_confirmation=1",,25,"News & Politics",Business,PT2M16S,136,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/CkWYj5udg5g/maxresdefault.jpg,,,,,111,3,,0,0
309,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",yqUA91fZv2s,2021-04-05T14:45:33Z,"2021-04-05 14:45:33","The Real Agribusiness - Episode #1 - How we produce your food",,,25,"News & Politics",Society,PT2M50S,170,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/yqUA91fZv2s/maxresdefault.jpg,,,,,206,10,,0,1
310,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",WdCiHqvIzXM,2021-02-24T13:36:10Z,"2021-02-24 13:36:10","Presidente da FPA fala sobre agenda para apresentar as prioridades do setor agropecuário brasileiro.","A Frente Parlamentar da Agropecuária - FPA tem uma extensa agenda de reuniões com o presidente do Senado Federal, Rodrigo Pacheco, com o ministro-chefe da Casa Civil, Braga Neto e com o procurador-geral da República, Augusto Aras para tratar sobre as prioridades do setor agropecuário brasileiro. O presidente da Frente, deputado Sérgio Souza, comenta a necessidade de avanços em pautas como o Pagamento por Serviços Ambientais, a Regularização Fundiária, o FIAgro e a PEC Emergencial, além da importância de melhorar a comunicação do setor agropecuário. Confira! --- Nossos sites FPA (https://www.fpagropecuaria.org.br/) AgênciaFPA (https://agencia.fpagropecuaria.org.br/) Nossas redes sociais: Facebook (https://www.facebook.com/fpagropecuaria/) Twitter (https://twitter.com/fpagropecuaria) Instagram (https://www.instagram.com/fpagro/) Linkedin (https://www.linkedin.com/company/fpagropecuaria/) Inscreva-se no nosso canal do YouTube: https://www.youtube.com/channel/UC3eubvs92qmFPGMyDLSpleA?sub_confirmation=1","agro,agropecuária,produção,sustentabilidade,Fiagro,pauta,congresso,PSA,Pagamentos por Serviços Ambientais,COP 21,Meio ambiente,Investimento",25,"News & Politics","Politics,Society",PT58S,58,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/WdCiHqvIzXM/maxresdefault.jpg,,,,,100,5,,0,0
311,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",5vk6SaJ-ctU,2021-02-02T16:55:24Z,"2021-02-02 16:55:24","Transmissão de cargo FPA","A Frente Parlamentar da Agropecuária (FPA) se reúne, nesta terça-feira (02/02), para transmissão de cargo da nova diretoria 2021/22. Na ocasião, o presidente da FPA, deputado Alceu Moreira (MDB-RS) passa a liderança da bancada para o deputado Sérgio Souza (MDB-PR). Confira na AgênciaFPA: https://bit.ly/39FR5yQ Nossos sites FPA (https://www.fpagropecuaria.org.br/) AgênciaFPA (https://agencia.fpagropecuaria.org.br/) Nossas redes sociais: Facebook (https://www.facebook.com/fpagropecuaria/) Twitter (https://twitter.com/fpagropecuaria) Instagram (https://www.instagram.com/fpagro/) Linkedin (https://www.linkedin.com/company/fpagropecuaria/) Inscreva-se no nosso canal do YouTube: https://www.youtube.com/channel/UC3eubvs92qmFPGMyDLSpleA?sub_confirmation=1",,25,"News & Politics","Politics,Society",PT38M12S,2292,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/5vk6SaJ-ctU/maxresdefault.jpg,,,,,1088,24,,0,0
312,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",hO6MV77Rx9Q,2020-12-15T16:31:18Z,"2020-12-15 16:31:18","FPA recebe vice-presidente Hamilton Mourão para Balanço de Gestão da Frente","Membros da Frente Parlamentar da Agropecuária (FPA) se reúnem, nesta terça-feira (15), e recebem o vice-presidente Hamilton Mourão para balanço de gestão do deputado Alceu Moreira, que encerra seu mandato à frente da bancada. Nossos sites FPA (https://www.fpagropecuaria.org.br/) AgênciaFPA (https://agencia.fpagropecuaria.org.br/) Nossas redes sociais: Facebook (https://www.facebook.com/fpagropecuaria/) Twitter (https://twitter.com/fpagropecuaria) Instagram (https://www.instagram.com/fpagro/) Linkedin (https://www.linkedin.com/company/fpagropecuaria/) Inscreva-se no nosso canal do YouTube: https://www.youtube.com/channel/UC3eubvs92qmFPGMyDLSpleA?sub_confirmation=1",,25,"News & Politics","Politics,Society",PT35M49S,2149,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/hO6MV77Rx9Q/maxresdefault.jpg,,,,,632,,,0,
313,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",3McczGRgkEg,2020-12-03T20:04:25Z,"2020-12-03 20:04:25","""Queremos que Judiciário conheça realidade do agro"", diz deptuado Sérgio Souza ao Estadão","Sérgio Souza disse aos jornalistas que, assim como a sociedade, membros do Judiciário têm opiniões que não as verdadeiras sobre o setor produtivo. --- Nossos sites FPA (https://www.fpagropecuaria.org.br/) AgênciaFPA (https://agencia.fpagropecuaria.org.br/) Nossas redes sociais: Facebook (https://www.facebook.com/fpagropecuaria/) Twitter (https://twitter.com/fpagropecuaria) Instagram (https://www.instagram.com/fpagro/) Linkedin (https://www.linkedin.com/company/fpagropecuaria/) Inscreva-se no nosso canal do YouTube: https://www.youtube.com/channel/UC3eubvs92qmFPGMyDLSpleA?sub_confirmation=1","estadão,frente parlamentar da agropecuária,fpagro,fpagropecuaria",25,"News & Politics","Politics,Society",PT36M32S,2192,2d,sd,false,,pt-BR,,,,,,55,6,,0,1
314,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",lHzn8N_FHss,2020-12-02T04:32:33Z,"2020-12-02 04:32:33","Eleições da FPA - Biênio de 2021/22","As eleições do novo colegiado aconteceram nesta terça-feira (1º/12), para o comando do próximo biênio (2021/2022) da Frente Parlamentar da Agropecuária. A coletiva de imprensa foi realizada após eleição e transmitida ao vivo pelo Facebook e YouTube da FPA. Nossos sites FPA (https://www.fpagropecuaria.org.br/) AgênciaFPA (https://agencia.fpagropecuaria.org.br/) Nossas redes sociais: Facebook (https://www.facebook.com/fpagropecuaria/) Twitter (https://twitter.com/fpagropecuaria) Instagram (https://www.instagram.com/fpagro/) Linkedin (https://www.linkedin.com/company/fpagropecuaria/) Inscreva-se no nosso canal do YouTube: https://www.youtube.com/channel/UC3eubvs92qmFPGMyDLSpleA?sub_confirmation=1",,25,"News & Politics","Politics,Society",PT20M41S,1241,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/lHzn8N_FHss/maxresdefault.jpg,,,,,123,5,,0,0
